annotation_id	assembly_accession	species	lineage	busco_count	complete	single	duplicated	fragmented	missing	Well_annotated	Upstream	Downstream	Skipped	Out_of_frame	Spliced	Stop_codon	Selenocysteine_Gene_Count	Selenocysteine_GTF_Count
2044b909890fb1563182f1482df540c0	GCF_032062105.1	NA	eukaryota_odb12	129	93.8	80.6	13.2	1.6	4.7	17	0	5	0	0	0	7	30	31
24db7df0017c2d1e34008a476a7b2a5e	GCA_019176425.1	Megalops_atlanticus	eukaryota_odb12	129	96.9	90.7	6.2	2.3	0.8	0	9	7	6	0	0	21	38	40
294b3d7075e6dfea395ba376ae2d45ad	GCA_964106755.1	Hypericum_pulchrum	eukaryota_odb12	129	98.4	82.9	15.5	1.6	0.0	0	0	0	0	0	0	0	0	0
01832203a674036ac8a747bc83f211d2	GCA_022750525.1	NA	eukaryota_odb12	129	88.4	86.0	2.3	5.4	6.2	0	0	4	0	0	0	1	5	5
0683d86c1cfd12b07816a7ca9c6c6b19	GCA_000977835.2	NA	eukaryota_odb12	129	84.5	83.7	0.8	7.8	7.8	0	0	0	0	0	0	0	0	0
0af51dddb93234486cca6ff434de7e3e	GCA_020499675.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	0	0	0	0	0	0	0	0	0
0f7a36543ce2b869599a8d872597f41d	GCF_963692335.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.8	0.0	41	2	1	0	0	0	4	38	40
13b5bd870fa8880fd288a57958aa63bb	GCA_014049495.1	NA	eukaryota_odb12	129	86.8	85.3	1.6	5.4	7.8	0	0	0	0	0	0	0	0	0
178ecb6089bb812baced9d31ca34a61f	GCA_905163595.1	Cosmia_trapezina	eukaryota_odb12	129	92.2	89.1	3.1	6.2	1.6	0	0	0	0	0	0	0	0	0
1c22cf4610076ca0a7f741942dd43e5d	GCA_041438045.1	NA	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8	0	0	0	0	0	0	0	0	0
2046cfd750417b205e4a58b234930506	GCA_042035195.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	0	0	28	28
294ddc262d94067c8e1bcc667fb93c78	GCA_009831355.1	Oryza_sativa_Indica_Group	eukaryota_odb12	129	94.6	84.5	10.1	3.9	1.6	0	0	0	0	0	0	0	0	0
0193e69facf8c6646fdf9f1c51fbe4be	GCA_028827145.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8	0	0	0	0	0	0	0	0	0
0686237ee83bc191e7e86ca5fc84e6ff	GCA_029991815.1	NA	eukaryota_odb12	129	84.5	83.7	0.8	7.8	7.8	0	0	0	0	0	0	0	0	0
0af5377b5b00938cd8d0f31e367f6fa0	GCA_040144375.1	NA	eukaryota_odb12	129	69.0	51.9	17.1	12.4	18.6	0	0	2	1	0	0	0	2	2
0f7b7b5dec784204f96550ba09edbd03	GCA_056098845.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
13b7a28b322e59d879791e8e71569a4b	GCA_013399635.1	NA	eukaryota_odb12	129	83.7	83.7	0.0	11.6	4.7	1	1	8	2	0	0	8	21	21
179146e83b2942a791de1e053a3b2de3	GCA_905163435.1	Mamestra_brassicae	eukaryota_odb12	129	95.3	94.6	0.8	3.9	0.8	0	0	0	0	0	0	0	0	0
1c29da62a0b9dab1b5d1488fe846e572	GCF_024586455.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	2	0	0	0	0	0	1	3	3
204c64d8615f477c4208bdf3147c4efd	GCA_000280705.1	Jaculus_jaculus	eukaryota_odb12	129	92.2	86.0	6.2	3.1	4.7	0	4	7	11	0	0	10	30	30
24e06f3574dbef13857e86e41f60af7f	GCF_049639745.1	NA	eukaryota_odb12	129	97.7	96.9	0.8	1.6	0.8	1	0	2	0	0	0	0	3	3
295730895f2aaf95c4c18f715700b434	GCA_004918725.1	NA	eukaryota_odb12	129	84.5	84.5	0.0	7.0	8.5	0	0	0	0	0	0	0	0	0
01a0e764f1b309d1c70b9747f538abf4	GCA_023645855.1	NA	eukaryota_odb12	129	87.6	87.6	0.0	7.8	4.7	0	0	0	0	1	0	0	1	1
0687353102dd28c1be0210c253f9ad0f	GCA_030867235.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	0	0	0	0	0	0	0	0	0
0af987b0e5930c1777abe9d354a774c4	GCA_021223725.1	NA	eukaryota_odb12	129	93.8	93.8	0.0	1.6	4.7	0	0	1	0	0	0	1	3	3
13b7d368dae226aac51c590f1d1b0a6a	GCF_001761485.1	NA	eukaryota_odb12	129	96.1	96.1	0.0	1.6	2.3	0	0	0	0	0	0	0	0	0
17948874b38d29b47083d65f34043d69	GCA_027578015.1	NA	eukaryota_odb12	129	72.1	72.1	0.0	15.5	12.4	0	0	0	0	0	0	0	0	0
1c2bbe040eeb2a67d434a981af755ea0	GCA_009819595.1	NA	eukaryota_odb12	129	98.4	96.1	2.3	0.8	0.8	19	0	0	0	0	0	5	23	23
2052dbdf892934dae355a320ba5830c8	GCF_027887145.1	NA	eukaryota_odb12	129	97.7	95.3	2.3	1.6	0.8	24	0	0	0	0	0	8	24	24
24e65cb845c6cade3eee7b9266a5449d	GCA_050495715.1	NA	eukaryota_odb12	129	86.0	82.9	3.1	6.2	7.8	0	0	0	0	0	0	0	0	0
2958035eccc067f28778bab84be3f395	GCA_020617715.1	NA	eukaryota_odb12	129	94.6	89.9	4.7	2.3	3.1	0	0	0	0	0	0	0	0	0
01a60c7fc3a00b12609ec675e5b95b16	GCA_905338385.1	NA	eukaryota_odb12	129	86.8	86.0	0.8	9.3	3.9	0	1	10	6	2	0	2	22	23
06875979311bcd43638252623508f089	GCF_022495145.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
0afc971ee7ddbdaa4fd90286a7259945	GCA_049901635.1	NA	eukaryota_odb12	129	76.7	72.9	3.9	19.4	3.9	0	7	4	5	2	0	4	31	32
0f7d84d67c274365af263b2f00a73390	GCA_027946415.1	NA	eukaryota_odb12	129	95.3	95.3	0.0	2.3	2.3	0	0	0	0	0	0	0	0	0
13b9f4adf666e82c069f47992b7dc1fa	GCA_905475315.1	Autographa_pulchrina	eukaryota_odb12	129	98.4	98.4	0.0	0.0	1.6	0	0	0	0	0	0	0	0	0
1798c33cbc43b20110464c5be16d01cc	GCA_900324465.3	Anabas_testudineus	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	1	9	7	55	0	0	4	37	38
1c2eb3bbe7085047f6f8ed4f99dcd7d5	GCA_047302245.1	NA	eukaryota_odb12	129	99.2	35.7	63.6	0.8	0.0	0	0	0	0	0	0	0	0	0
205486928d043f28abdae5e6f9d28586	GCA_031876335.1	NA	eukaryota_odb12	129	98.4	96.9	1.6	1.6	0.0	26	1	0	0	1	0	14	25	25
24e78443331aeeaef47d88eef143515f	GCA_020536065.1	NA	eukaryota_odb12	129	90.7	90.7	0.0	5.4	3.9	0	0	0	0	0	0	0	0	0
295bc0f72015ce4e087381f9f6373118	GCA_963565915.2	Entoloma_clypeatum	eukaryota_odb12	129	89.1	84.5	4.7	6.2	4.7	0	0	0	0	0	0	0	0	0
01a6b1573e208f1b2bd748c29ee0e253	GCF_008729295.1	NA	eukaryota_odb12	129	89.1	84.5	4.7	6.2	4.7	38	0	0	0	0	0	7	37	38
068b40b900894526cf8b5a370213790d	GCA_030247845.1	NA	eukaryota_odb12	129	89.9	89.1	0.8	7.0	3.1	0	0	0	0	0	0	0	0	0
0b00a31d04daaeb4bd734c8b86ce99bb	GCA_023138445.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	0	0	0	0	0	0	0	0	0
0f8022fd5f37600b504571414cde5b39	GCA_024516145.1	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.8	0.0	0	0	0	1	0	0	0	1	1
13c152c3199f4395bcd7c84de77bfeb1	GCA_029281465.1	NA	eukaryota_odb12	129	97.7	96.1	1.6	1.6	0.8	0	0	0	0	0	0	0	0	0
179e6daed84f514bd5daa4d4e365661d	GCA_027557775.1	Gallus_gallus	eukaryota_odb12	129	96.1	95.3	0.8	2.3	1.6	4	5	4	16	0	0	6	22	22
1c5a678f5e145683c7319433ba9f2de2	GCA_964023155.1	Ganoderma_resinaceum	eukaryota_odb12	129	89.1	88.4	0.8	8.5	2.3	0	0	0	0	0	0	0	0	0
205884f47633e9aeb175670ebab2daf2	GCA_949987685.1	Ammodytes_marinus	eukaryota_odb12	129	96.9	93.8	3.1	3.1	0.0	1	4	14	41	0	0	18	41	42
24e78c997499688730fb2aebeafe98d7	GCF_000218685.1	NA	eukaryota_odb12	129	86.8	86.8	0.0	3.9	9.3	0	0	0	0	0	0	0	0	0
295c04338e7cf5a4970864a60c84db0c	GCA_038396805.1	NA	eukaryota_odb12	129	90.7	89.9	0.8	7.8	1.6	0	0	3	4	1	0	7	14	14
01aaea1b9f36d1997b405850bbaf71a0	GCF_018350195.1	NA	eukaryota_odb12	129	98.4	94.6	3.9	0.8	0.8	29	1	0	0	2	0	12	25	25
068c6df735e9d303622af4e0c8961905	GCA_905250105.1	NA	eukaryota_odb12	129	96.9	94.6	2.3	2.3	0.8	0	0	2	2	2	0	4	11	12
0b00a79c92c629f214a6025148b440c5	GCA_944452665.1	Stenoptilia_bipunctidactyla	eukaryota_odb12	129	89.9	88.4	1.6	9.3	0.8	0	0	0	0	0	0	0	0	0
13cd020c6e1a8763088d2c28e483c45e	GCA_056632795.1	NA	eukaryota_odb12	129	96.9	96.9	0.0	1.6	1.6	0	0	0	0	0	0	0	0	0
17a1f06cb9772f81ed8ea21fb1064804	GCF_964106855.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.0	0.8	26	1	0	1	0	0	11	23	23
1c5c89aaa61f69d86f9fafb879428a89	GCA_000006565.2	NA	eukaryota_odb12	129	71.3	69.8	1.6	9.3	19.4	0	0	1	0	0	0	1	4	4
20592e872d1ece617f16d5f47da518e7	GCA_035927265.1	NA	eukaryota_odb12	129	89.1	17.8	71.3	7.0	3.9	0	0	0	0	0	0	0	0	0
24e8f334de9208d5e41624ca96cc48f6	GCA_021432625.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	0	0	0	0	0	0	0	0	0
296650957b4424434f1b71daf518d27e	GCA_051941785.1	NA	eukaryota_odb12	129	57.4	57.4	0.0	21.7	20.9	0	0	0	0	0	0	0	0	0
01b07976dd5591af2d20267c5a20052d	GCA_014905795.1	NA	eukaryota_odb12	129	79.1	76.0	3.1	10.9	10.1	0	0	0	0	0	0	0	0	0
068cf6821ba8152881591440d264d8a5	GCF_022497035.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	0.8	0.8	0	0	0	0	0	0	0	0	0
0b0271f14e74ab6e05b0387cc37e193d	GCA_036320775.1	NA	eukaryota_odb12	129	99.2	4.7	94.6	0.8	0.0	0	0	0	0	0	0	0	0	0
0f86ba2b535731f3404ae1f10cef2fd9	GCF_016161935.1	NA	eukaryota_odb12	129	100.0	99.2	0.8	0.0	0.0	31	0	0	1	1	0	8	22	22
13d18251b0e032335bfdcbd15396025f	GCA_947078855.1	Oryzias_latipes	eukaryota_odb12	129	96.1	96.1	0.0	3.1	0.8	0	10	11	59	1	0	12	37	38
17a20fd1d6545b8579cd5b20f62d800d	GCF_001594115.1	NA	eukaryota_odb12	129	99.2	98.4	0.8	0.0	0.8	2	0	0	0	0	0	0	1	1
1c62b306593e80e870320b8284f31253	GCA_035582545.1	NA	eukaryota_odb12	129	95.3	65.9	29.5	3.1	1.6	0	0	0	1	0	0	0	1	1
205e420ac5fd8e56601c7b1f38c7b94a	GCA_000976275.4	NA	eukaryota_odb12	129	83.7	82.9	0.8	7.8	8.5	0	0	0	0	0	0	0	0	0
24eda1bc0b8d93ecb4f77d61d30ee1a0	GCF_019054845.1	NA	eukaryota_odb12	129	99.2	93.8	5.4	0.8	0.0	22	6	0	0	1	0	11	25	25
2968d299a968196d127639e1630b51a2	GCF_030504385.1	NA	eukaryota_odb12	129	100.0	83.7	16.3	0.0	0.0	6	0	0	0	0	0	2	4	4
01b3fd6650c49a36c04b45bad33f2ba3	GCA_055769205.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
069376e1daf40a09fac8a99fbec56935	GCA_013397155.1	NA	eukaryota_odb12	129	81.4	79.8	1.6	12.4	6.2	3	2	11	0	1	0	8	23	23
0b0a85efee423389097823ecedf5764c	GCA_053540745.1	NA	eukaryota_odb12	129	97.7	96.9	0.8	2.3	0.0	0	0	0	0	0	0	0	0	0
0f87a5a418ed94ad050486a76399586a	GCA_023137795.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	0	0	0	0	0	0	0	0	0
13d5b22b9a1dc07df0b8d99626a9bac3	GCA_007364275.2	Archocentrus_centrarchus	eukaryota_odb12	129	96.9	96.1	0.8	2.3	0.8	2	11	21	14	0	0	30	41	41
17a2206e38e78781f6fa55446d6ce8c3	GCA_042077855.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	0	0	28	28
1c6d85d5a3e83c2cce187976b6e23372	GCA_046332135.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	0	0	28	28
205ece56918c76d98bb44722f0fbcbdc	GCA_032988175.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	0	0	0	0	0	0	0	0	0
24ee9997cdd30559e4142c3afef1db42	GCA_000180755.1	NA	eukaryota_odb12	129	58.9	57.4	1.6	31.8	9.3	0	0	0	0	0	0	0	1	1
296bc839c86ec09d0a8101e9212118dc	GCA_002215365.1	NA	eukaryota_odb12	129	76.0	75.2	0.8	5.4	18.6	0	0	0	0	0	0	0	1	1
01ba37358100bfd7d62515827549d125	GCA_950023065.1	Planococcus_citri	eukaryota_odb12	129	98.4	94.6	3.9	1.6	0.0	0	0	0	0	0	0	0	0	0
069d59200db146dc5f12db806afd732d	GCF_046128005.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	30	1	0	0	0	0	7	35	36
0b0aeacbb31138f49a6348eff9149b86	GCA_054858875.1	NA	eukaryota_odb12	129	81.4	3.9	77.5	10.9	7.8	0	0	0	0	0	0	0	0	0
0f93b989e38e17099472be78cfc5167d	GCA_046629265.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	91	33	7	4	12	0	0	28	28
13d6b7efd104a0ec088c1fdcf9f61b5f	GCA_001691775.3	NA	eukaryota_odb12	129	93.0	93.0	0.0	5.4	1.6	0	0	0	0	0	0	0	0	0
1c7136136124c090bb6a1166b1122b48	GCA_013396675.1	NA	eukaryota_odb12	129	80.6	80.6	0.0	16.3	3.1	2	3	10	0	2	0	7	23	23
206dfbdbe72ec19493e9d4a5355bbea8	GCA_000827335.1	NA	eukaryota_odb12	129	94.6	89.1	5.4	3.9	1.6	0	0	0	0	0	0	0	0	0
24f06d51258a3ac09b12aa3fcacdb603	GCF_013347855.1	NA	eukaryota_odb12	129	99.2	93.8	5.4	0.8	0.0	34	0	2	0	0	0	3	36	37
296d84051f71db8820d0ce7a2beed4d7	GCA_011763975.1	NA	eukaryota_odb12	129	93.8	82.9	10.9	4.7	1.6	0	0	0	0	0	0	0	0	0
0031edaec19566dd4672be9756777a70	GCA_003076615.3	NA	eukaryota_odb12	129	92.2	89.1	3.1	3.1	4.7	0	0	0	0	0	0	0	0	0
04c3ccbab950f74d6f23d38e00f348a0	GCA_014871385.1	NA	eukaryota_odb12	129	98.4	82.9	15.5	0.8	0.8	0	0	0	0	0	0	0	0	0
09608722a6c0d8ccc7829964dd1b9b77	GCA_000230625.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	0	0	0	0	0	0	0	0	0
0dd642e0c6d2b553e1ce200441743937	GCF_002117355.1	NA	eukaryota_odb12	129	91.5	90.7	0.8	7.0	1.6	0	0	0	1	0	0	0	1	1
122795073e1383543e4693ac920fef7f	GCA_004918325.1	NA	eukaryota_odb12	129	90.7	90.7	0.0	3.9	5.4	0	0	0	0	0	0	0	0	0
1619d5562f66031f5c34f10699b3f163	GCA_013397755.1	NA	eukaryota_odb12	129	84.5	82.9	1.6	8.5	7.0	3	2	10	0	1	0	8	23	23
1aae0b7a94762e37fafa878c84d32f1f	GCA_000977325.2	NA	eukaryota_odb12	129	82.9	82.2	0.8	7.8	9.3	0	0	0	0	0	0	0	0	0
236b06060d1d4dd05a18d9c95ac5d1cc	GCF_000208745.1	NA	eukaryota_odb12	129	98.4	93.0	5.4	0.8	0.8	0	0	0	0	0	0	0	0	0
27b8107da4f1feeb763eaa1256e12b43	GCF_029448725.1	NA	eukaryota_odb12	129	98.4	53.5	45.0	1.6	0.0	32	0	1	0	0	0	7	57	60
01c0a463981ba8ce1dfa2b8da174b08a	GCA_010093605.1	NA	eukaryota_odb12	129	95.3	94.6	0.8	3.9	0.8	0	0	0	0	0	0	0	0	0
069f31385a0f182262fd8cb7ffcf5bda	GCA_914767725.1	Sesia_apiformis	eukaryota_odb12	129	67.4	65.1	2.3	17.1	15.5	0	0	0	0	0	0	0	0	0
0b10e28b9c3e6619323b1c85b5fc717d	GCF_016746365.2	NA	eukaryota_odb12	129	99.2	97.7	1.6	0.0	0.8	2	0	0	0	0	0	1	3	3
13dcf016596cf45e7baf0e85fa88111c	GCA_963556145.1	Hygrocybe_punicea	eukaryota_odb12	129	89.9	86.8	3.1	7.0	3.1	0	0	0	0	0	3	0	1	2
17afc5b22a38587d6858e22a20c3eac1	GCA_004917965.1	NA	eukaryota_odb12	129	83.7	83.7	0.0	8.5	7.8	0	0	0	0	0	0	0	0	0
1c74944b3484c5cd2f5ed0134830470d	GCF_038025025.1	NA	eukaryota_odb12	129	97.7	97.7	0.0	1.6	0.8	0	0	0	0	0	0	0	0	0
206fdac9c3504f1d6a7744dc804f46e8	GCF_030869225.1	NA	eukaryota_odb12	129	100.0	100.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0
24f2e66f36bbc050bd23d51f9d57ad21	GCA_042077155.1	Homo_sapiens	eukaryota_odb12	129	96.9	95.3	1.6	3.1	0.0	84	25	7	4	12	0	0	28	28
2971f60efa4214af7e3b5e6dabca9c4d	GCA_947370025.1	NA	eukaryota_odb12	129	85.3	84.5	0.8	7.8	7.0	0	0	0	0	0	0	0	0	0
01c92e4951e810f1ef824387a9a3c691	GCA_948144035.1	NA	eukaryota_odb12	129	82.9	52.7	30.2	14.0	3.1	0	1	0	0	1	0	0	2	2
0b125b202ed1eea3d7a66b6ea35cdb71	GCA_020574825.1	NA	eukaryota_odb12	129	99.2	99.2	0.0	0.8	0.0	0	0	0	0	0	0	0	0	0
0f98d23a1a5b42014cf27bfc6141f385	GCA_007026445.1	NA	eukaryota_odb12	129	96.1	91.5	4.7	3.1	0.8	0	0	0	0	0	0	0	0	0
13e3f5ce519a6a691e07bf7c0c52c36b	GCA_045524515.1	Homo_sapiens	eukaryota_odb12	129	96.9	96.1	0.8	3.1	0.0	84	25	7	4	12	0	0	28	28
17b835fd74b7f59e79360272bb8b4077	GCA_001908125.1	NA	eukaryota_odb12	129	95.3	95.3	0.0	3.9	0.8	0	0	0	0	0	0	0	0	0
1c76a766f7489e6aa06d6f6f9a469abe	GCF_000283155.1	NA	eukaryota_odb12	129	98.4	96.9	1.6	0.8	0.8	22	1	0	0	0	0	5	24	24
20781cd8fa93fbfaa664e6f94e90ba50	GCA_964291785.1	Eupithecia_haworthiata	eukaryota_odb12	129	89.9	88.4	1.6	5.4	4.7	0	0	0	0	0	0	0	0	0
29745c2e1fc7740073f49f1f78a31134	GCA_027578715.1	NA	eukaryota_odb12	129	75.2	75.2	0.0	10.1	14.7	0	0	0	0	0	0	0	0	0
01ca726a2e1354caa9fa82cb44447eeb	GCA_000346795.1	NA	eukaryota_odb12	129	98.4	98.4	0.0	1.6	0.0	0	0	0	0	0	0	0	0	0
06a37c776f3ee18512e8f45450787ad8	GCA_002249935.1	NA	eukaryota_odb12	129	63.6	63.6	0.0	13.2	23.3	0	0	0	0	0	0	1	1	1
0b1cb2653316a28d382b1cdb9511c818	GCA_033171785.1	NA	eukaryota_odb12	129	76.7	76.7	0.0	13.2	10.1	0	0	0	0	0	0	0	0	0
0f9e3f7bfd25267747fb86ef79c204aa	GCA_001566745.1	NA	eukaryota_odb12	129	81.4	81.4	0.0	11.6	7.0	0	0	0	0	0	0	0	0	0
13e7c05a945a28169cb6dcaf1bed1bce	GCA_000827205.1	NA	eukaryota_odb12	129	98.4	97.7	0.8	1.6	0.0	0	0	0	0	0	0	0	0	0
17c1f85022688d1e165780657c20cec7	GCA_020503165.1	NA	eukaryota_odb12	129	97.7	97.7	0.0	2.3	0.0	0	0	0	0	0	0	0	0	0
